1:...育"作为一个专有名很少出现，大多只单用一个"教"字，如《中庸》说："修道之谓教"[；]《荀子·修身》说："以善先人者谓之教"[；]《学记》说："教也者，长善而救其失者也"。在西方，教育一词源于...		  【文件名:\当代\CWAC\AEB0001.txt	文章标题:	作者:】
4392:　　21）一侧膝以下缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4393:　　22）第Ⅲ对脑神经麻痹[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4394:　　23〕双眼外伤性青光眼术后，需用药物维持眼压者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4395:　　24）一眼有或无光感，另眼矫正视力≤0.3或视野≤40%（或半径≤25°）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4396:　　28）一侧眼球摘除者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4397:　　30）一般活动及轻工作时有呼吸困难[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4398:　　31）吞咽困难，仅能进半流食[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4399:　　32）双侧喉返神经损伤，喉保护功能丧失致饮食呛咳、误吸[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4400:...;gt;10cm2（注：2为平方），但&amp;lt;20cm2（注：2为平方）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4401:...cm以上的区段，伴口腔、颜面软组织缺损&amp;gt;10cm2（注：2为平方）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4402:　　36）一侧完全面瘫，另一侧不完全面瘫[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4403:　　37）双肺叶切除术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4404:　　38）肺叶切除术并血管代用品重建大血管术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4405:　　39）隆凸切除成形术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4406:　　40）食管重建术后吻合口狭窄，仅能进半流食者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4407:　　41）食管气管（或支气管）瘘[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4408:　　42）食管胸膜瘘[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4409:　　44）十二指肠憩室化[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4410:　　45）小肠切除2/3，包括回肠大部[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4411:　　46）直肠、肛门切除，结肠部分切除，结肠造瘘[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4412:　　49）甲状腺功能重度损害[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4413:　　50）一侧肾切除，对侧肾功能不全代偿期[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4414:　　51）一侧输尿管狭窄，肾功能不全代偿期[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4415:　　52）尿道瘘不能修复者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4416:　　53）两侧睾丸、副睾丸缺损[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4417:　　54）生殖功能重度损伤[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4418:　　55）双侧输精管缺损，不能修复[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4419:　　56）阴茎全缺损[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4420:　　57）未育妇女子宫切除或部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4421:　　58）已育妇女双侧卵巢切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4422:　　59）未育妇女双侧输卵管切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4423:　　60）阴道闭锁[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4424:　　61）会阴部瘢痕孪缩伴有阴道或尿道或肛门狭窄[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4425:　　62）未育妇女双侧乳腺切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4426:　　63）肺功能中度损伤[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4427:　　64）中度低氧血症[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4428:　　65）莫氏Ⅱ型Ⅱ度房室传导阻滞[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4429:　　66）病态窦房结综合征（不需安起博器者）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4430:...病，血小板减少（≤4×1010（注：1010为10的10次方）/L）并有出血倾向[；][；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4431:....5×109（注：109为10的9次方）/L（1500/mm3（注：3为立方））[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4432:　　69）慢性中度中毒性肝病[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4433:...浆肌酐水平持续&amp;gt;177μmol/L(&amp;gt;2mg/dL）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4434:　　71）放射性损伤致睾丸萎缩[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4435:　　72）慢性重度磷中毒[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4436:　　1）轻度智能损伤[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4437:　　2）精神病性症状影响职业劳动能力者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4438:　　3）三肢瘫肌力4级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4439:　　4）截瘫双下肢肌力4级伴轻度排尿障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4440:　　5）双手全肌瘫肌力4级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4441:　　6）双足部分肌瘫肌力≤2级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4442:　　7）单足全肌瘫肌力≤2级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4443:　　8）轻度运动障碍（非肢体瘫）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4444:　　9）不完全性失语[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4445:　　10）面部重度异物色素沉着或脱失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4446:　　12）全身瘢痕面积≥40%[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4447:　　13）撕脱伤后头皮缺失1/5以上[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4448:　　14）脊柱骨折后遗小于30°畸形伴根性神经痛（神经电生理检查不正常）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4449:　　15）单纯一拇指完全缺失，或连同另一手非拇指二指缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4450:　　17）一手三指（含拇指）缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4451:　　18）除拇指外其余四指缺失或功能完全丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4452:　　19）一侧踝以下缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4453:　　20）一侧踝关节畸形，功能完全丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4454:　　21）下肢骨折成角畸形&amp;gt;15°，并有肢体短缩4cm以上[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4455:　　22）一前足缺失，另一足仅残留拇趾[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4456:　　23）一前足缺失，另一足除拇趾外，2～5趾畸形，功能丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4457:　　24）一足功能丧失，另一足部分功能丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4458:　　25）一髋或一膝关节伸屈活动达不到0°～90°者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4459:　　26）单侧跟骨足底软组织缺损瘢痕形成，反复破溃[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4460:　　30）双眼矫正视力≤0.2或视野≤48%（或半径≤30'）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4461:　　31）第Ⅳ或第Ⅵ对脑神经麻痹，或眼外肌损伤致复视的[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4462:　　33）双侧前庭功能丧失，睁眼行走困难，不能并足站立[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4463:...领骨缺损1/4，伴口腔、颜面软组织缺损&amp;gt;10cm2（注：2为平方）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4464:　　36）面部软组织缺损&amp;gt;20cm2（注：同上），伴发涎瘘[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4465:　　38）双侧颧骨并颧弓骨折，伴有开口困难II°以上及颜面部畸形经手术复位者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4466:...39）双侧下颌骨髁状突颈部骨折，伴有开口困难Ⅱ°以上及咬合关系改变，经手术治疗者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4467:　　40）一侧完全性面瘫[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4468:　　41）肺叶切除并肺段或楔形切除术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4469:　　42）肺叶切除并支气管成形术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4470:　　43）支气管（或气管）胸膜瘘[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4471:　　44）冠状动脉旁路移植术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4472:　　45）血管代用品重建大血管[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4473:　　47）小肠切除1/2，包括回盲部[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4474:　　50）胆道损伤致肝功能轻度损伤[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4475:　　53）青年脾切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4476:　　54）甲状腺功能中度损害[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4477:　　55）甲状旁腺功能中度损害[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4478:　　56）肾损伤性高血压[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4479:　　57）膀胱部分切除合并轻度排尿障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4480:　　58）两侧睾丸创伤后萎缩，血睾酮低于正常值[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4481:　　59）生殖功能轻度损伤[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4482:　　60）阴茎部分缺损[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4483:　　61）已育妇女双侧乳腺切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4484:　　62）女性双侧乳房完全缺损或严重瘢痕畸形[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4485:　　63）尘肺I期伴肺功能轻度损伤及（或）轻度低氧血症[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4486:　　64）放射性肺炎后肺纤维化（&amp;lt;[；]两叶），伴肺功能轻度损伤及（或）轻度低氧血症[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4487:　　65）其他职业性肺部疾患，伴肺功能轻度损伤[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4488:　　66）白血病完全缓解[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4489:　　67）中毒性肾病，持续性低分子蛋白尿伴白蛋白尿[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4490:　　68）中毒性肾病，肾小管浓缩功能减退[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4491:　　69）肾上腺皮质功能轻度减退[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4492:　　70）放射性损伤致甲状腺功能低下[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4493:　　71）减压性骨坏死Ⅲ期[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4494:　　72）中度手臂振动病[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4495:　　1）偏瘫肌力4级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4496:　　2）截瘫肌力4级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4497:　　3）单手部分肌瘫肌力3级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4498:　　6）中毒性周围神经病重度感觉障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4499:　　7）不完全性失用、失写、失读和失认等具有一项者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4500:　　8）符合重度毁容标准之二项者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4501:　　10）颈部瘢痕孪缩，影响颈部活动[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4502:　　12）面部瘢痕、异物或植皮伴色素改变占面部的10%以上[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4503:　　13）女性两侧乳房部分缺损[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4504:　　14）骨盆骨折后遗产道狭窄（未育者）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4505:　　15）骨盆骨折严重移位，症状明显者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4506:　　16）一拇指指间关节离断[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4507:　　17）一拇指指间关节畸形，功能完全丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4508:　　18）一手除拇指外，其他2～3指（含食指）近侧指间关节离断[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4509:　　19）一手除拇指外，其他2～3指（含食指）近侧指间关节功能丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4510:　　20）肩、肘、腕关节之一损伤后活动度未达功能位者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4511:　　21）一足1～5趾缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4512:　　22）一足除拇趾外，其他四趾瘢痕畸形，功能完全丧失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4513:　　23）一前足缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4514:　　24）四肢大关节人工关节术后，基本能生活自理[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4515:　　25）四肢大关节创伤性关节炎，长期反复积液[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4516:　　26）下肢伤后短缩&amp;gt;2cm，但&amp;lt;3cm者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4517:　　27）膝关节韧带损伤术后关节不稳定，伸屈功能正常者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4518:　　29）一眼有或无光感，另一眼各种客观检查正常[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4519:　　32）双眼矫正视力≤0.3或视野≤64%（或半径≤40°）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4520:　　33）单眼外伤性青光眼术后，需用药物维持眼压者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4521:　　35）咽成形术后，咽下运动不正常[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4522:　　36）牙槽骨损伤长度≥8cm，牙齿脱落10个及以上[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4523:　　37）一侧颧骨并颧弓骨折[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4524:　　38）一侧下颌骨髁状突颈部骨折[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4525:　　39）双侧颧骨并颧弓骨折，无功能障碍者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4526:　　40）单侧颧骨并颧弓骨折，伴有开口困难Ⅱ°以上及颜面部畸形经手术复位者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4527:　　41）双侧不完全性面瘫[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4528:　　42）肺叶切除术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4529:　　43）限局性脓胸行部分胸廓成形术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4530:　　44）气管部分切除术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4531:　　45）肺功能轻度损伤[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4532:　　46）食管重建术后伴返流性食管炎[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4533:　　47）食管外伤或成形术后咽下运动不正常[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4534:　　50）结肠大部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4535:　　52）胆道损伤，胆肠吻合术后[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4536:　　53）成人脾切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4537:　　55）一侧肾切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4538:　　57）轻度排尿障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4539:　　58）已育妇女子宫切除或部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4540:　　59）未育妇女单侧卵巢切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4541:　　60）已育妇女双侧输卵管切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4542:　　61）阴道狭窄[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4543:　　62）未育妇女单侧乳腺切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4544:　　63）尘肺I期，肺功能正常[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4545:　　64）放射性肺炎后肺纤维化（&amp;lt;[；]两叶），肺功能正常[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4546:　　65）轻度低氧血症[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4547:　　66）心功能不全一级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4548:　　67）再生障碍性贫血完全缓解[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4549:...中性粒细胞减少症，[含量持续&amp;lt;2X109/L（2000/mm3）][；]（注：同上，9次方和3次方）		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4550:　　70）慢性轻度中毒性肝病[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4551:　　1）人格改变[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4552:　　3）单手全肌瘫肌力4级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4553:　　4）双手部分肌瘫肌力4级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4554:　　6）单足部分肌瘫肌力≤3级[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4555:　　7）脑叶切除术后无功能障碍[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4556:　　8）符合重度毁容标准之一项者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4557:　　9）面部烧伤植皮≥1/5[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4558:　　10）面部轻度异物沉着或色素脱失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4559:　　11）双侧耳廓部分或一侧耳廓大部分缺损[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4560:　　12）全身瘢痕面积≥20%[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4561:　　13）女性一侧乳房缺损或严重瘢痕畸形[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4562:　　14）一侧或双侧眼睑明显缺损[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4563:　　15）脊椎压缩骨折，椎体前缘总体高度减少1/2以上者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4564:　　16）一手除拇、食指外，有两指近侧指间关节离断[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4565:　　17）一手除拇、食指外，有两指近侧指间关节无功能[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4566:　　18）一足拇趾缺失，另一足非拇趾一趾缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4567:　　19）一足拇趾畸形，功能完全丧失，另一足非拇趾一趾畸形[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4568:　　20）一足除拇趾外，其他三趾缺失[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4569:　　21）因开放骨折感染形成慢性骨髓炎，反复发作者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4570:　　22）四肢大关节创伤性关节炎，无积液[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4571:　　23）急性放射皮肤损伤Ⅳ度及慢性放射性皮肤损伤手术治疗后影响肢体功能[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4572:　　24）放射性皮肤溃疡经久不愈者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4573:　　27）双眼视野≤80%（或半径≤50°）[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4574:　　28）一侧或双侧睑外翻或睑闭合不全者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4575:　　29）上睑下垂盖及瞳孔1/3者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4576:　　30）睑球粘连影响眼球转动者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4577:　　31）外伤性青光眼行抗青光眼手术后眼压控制正常者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4578:　　33）体力劳动时有呼吸困难[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4579:　　34）发声及言语困难[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4580:　　35）牙槽骨损伤长度≥6cm，牙齿脱落8个及以上[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4581:　　36）舌缺损&amp;lt;[；]舌的1/3;		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4582:　　37）双侧鼻腔或鼻咽部闭锁[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4583:　　38）双侧颞下颌关节强直，张口困难Ⅱ°[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4584:　　39）上、下颌骨骨折，经牵引、固定治疗后有功能障碍者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4585:　　40）双侧颧骨并颧弓骨折，无开口困难，颜面部凹陷畸形不明显，不需手术复位[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4586:　　41）肺段切除术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4587:　　42）支气管成形术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4588:　　43）双侧多根多处肋骨骨折致胸廓畸形[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4589:　　44）膈肌破裂修补术后，伴膈神经麻痹[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4590:　　45）心脏、大血管修补术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4591:　　46）心脏异物滞留或异物摘除术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4592:　　47）食管重建术后，进食正常者[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4593:　　48）胃部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4594:　　49）十二指肠带蒂肠片修补术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4595:　　50）小肠部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4596:　　51）结肠部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4597:　　52）肝部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4598:　　53）胆道修补术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4599:　　54）腹壁缺损面积&amp;lt;[；]腹壁的1/4;		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4600:　　55）脾部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4601:　　56）胰部分切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4602:　　57）甲状腺功能轻度损害[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4603:　　58）甲状旁腺功能轻度损害[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4604:　　59）输尿管修补术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4605:　　60）尿道修补术[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4606:　　61）一侧睾丸、副睾丸切除[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
4607:　　62）一侧输精管缺损，不能修复[；]		  【文件名:\当代\CWAC\CIE0169.txt	文章标题:	作者:】
